PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_DTLB_ACCESSES,PERF_COUNT_SW_CPU_MIGRATIONS,PERF_COUNT_SW_PAGE_FAULTS_MIN,PERF_COUNT_SW_PAGE_FAULTS_MAJ,
330470952,1384756502,0,12475,340,337,351,480607708,0,0,0,
331638828,1389194784,0,12963,359,292,427,474708446,0,0,0,
341260641,1416046413,0,11635,302,311,408,474709955,0,0,0,
338807523,1403356918,0,12206,293,272,420,475309632,0,0,0,
338816776,1403130011,0,11471,365,484,422,472431333,0,0,0,
348779787,1429143785,0,12542,351,406,413,471827425,0,0,0,
348780378,1432435459,0,11725,352,269,410,472924411,0,0,0,
338808981,1393980598,0,12835,362,374,421,478711785,0,0,0,
348743674,1431038629,0,12477,350,356,412,472411935,0,0,0,
338775945,1403029828,0,11604,354,274,415,481934695,0,0,0,
338813370,1400499231,0,12398,353,241,469,480791227,0,0,0,
338803287,1394805801,0,11640,352,266,419,481952518,0,0,0,
338810926,1390355771,0,12446,361,373,424,481775330,0,0,0,
336952231,1390636362,0,12562,360,424,389,481776931,0,0,0,
338714227,1397258165,0,11436,358,270,342,480020925,0,0,0,
335773760,1392727173,0,12481,357,335,346,481252855,0,0,0,
335719721,1392731114,0,11375,357,303,341,481229582,0,0,0,
334334249,1390341546,0,12220,330,227,341,479921061,0,0,0,
356501203,1394359349,0,13146,320,311,361,478850994,0,0,0,
332829845,1391364346,0,11608,302,245,365,475279730,0,0,0,
341309637,1405519950,0,12638,301,357,417,479487696,0,0,0,
342280080,1410957173,0,11421,309,436,422,478270105,0,0,0,
345326657,1419528844,0,12916,306,329,416,478255090,0,0,0,
348471104,1428130809,0,11896,303,237,408,478175691,0,0,0,
338801977,1402361781,0,11903,293,320,418,475025264,0,0,0,
338817576,1402234746,0,12184,313,240,414,472068024,0,0,0,
348781313,1429680342,0,10856,356,302,415,472053308,0,0,0,
348779513,1413171768,0,12756,336,305,416,472164449,0,0,0,
338769977,1403275117,0,12298,292,277,416,473777439,0,0,0,
338816209,1403815316,0,12113,310,355,410,472458525,0,0,0,
348780322,1435960728,0,12481,353,393,413,474406068,0,0,0,
338814101,1402866096,0,10933,354,207,415,483842322,0,0,0,
338804081,1386029186,0,12522,358,353,425,482742197,0,0,0,
335413387,1390978444,0,11268,354,240,381,481663717,0,0,0,
335767205,1393075715,0,12450,362,266,341,481285881,0,0,0,
334187357,1390403270,0,12741,361,371,370,481086142,0,0,0,
334135366,1390202754,0,11462,304,282,340,477411897,0,0,0,
334069185,1396056932,0,12414,302,402,372,474707584,0,0,0,
