PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_MISS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_DTLB_ACCESSES,PERF_COUNT_SW_CPU_MIGRATIONS,PERF_COUNT_SW_PAGE_FAULTS_MIN,PERF_COUNT_SW_PAGE_FAULTS_MAJ,
785067368,1100148856,16422,1361795,12456,134772,12385,164840303,0,16422,0,
806374672,1140017370,16493,1386722,13234,733091,13269,171603820,0,16493,0,
789240613,1104699583,16455,1376202,12462,136757,12449,165688613,0,16455,0,
789200224,1126705232,16468,1948491,13370,738404,12967,167057014,0,16468,0,
759098302,1053852482,16105,1289330,12003,123370,12429,160581583,0,16105,0,
793640935,1108376928,16483,1366620,12502,130141,12485,166431654,0,16483,0,
789300192,1122973441,16338,1579371,12678,514613,12968,170730799,0,16338,0,
1127275592,1574373911,23818,1997191,18237,198347,17835,233490968,0,23818,0,
1558091435,2173387780,33942,2863159,26974,428969,27168,331032354,0,33942,0,
790720737,1105894797,16459,1374480,12524,134078,12384,165866138,0,16459,0,
805881592,1133646453,16457,1799465,15318,1030812,15107,167790784,0,16457,0,
1420561830,1980794389,30890,2490367,23505,251380,23555,301183192,0,30890,0,
815743561,1134119119,16473,1670506,14377,856615,14811,173727801,0,16473,0,
793467930,1108675672,16495,1362413,12570,129735,12407,166450370,0,16495,0,
719091242,1008204273,15918,1292002,12156,124589,12211,151415172,0,15918,0,
812732999,1148660184,16466,1984899,13925,374321,12515,173384180,0,16466,0,
790807262,1105659540,16456,1365998,12512,136741,12372,165635089,0,16456,0,
797746684,1134687185,16467,1386125,13538,758591,13853,170670073,0,16467,0,
789250164,1103716219,16460,1382632,12548,136911,12546,165627089,0,16460,0,
789252884,1104536407,16452,1371632,12491,133638,12479,165768818,0,16452,0,
